sourcecommonname,theme,year,month,day,avgtone,numarticles
boisestatepublicradio.org,MANMADE_DISASTER_IMPLIED,2019,12,27,-3.4157388,2
boisestatepublicradio.org,MANMADE_DISASTER_IMPLIED,2019,12,28,-1.0709505,1
boisestatepublicradio.org,MANMADE_DISASTER_PLANE_CRASH,2019,12,3,-3.5856574,1
boisestatepublicradio.org,MARITIME,2019,12,6,0.4878049,1
boisestatepublicradio.org,MARITIME,2019,12,9,-2.8169014,1
boisestatepublicradio.org,MARITIME,2019,12,10,-0.97276264,1
boisestatepublicradio.org,MARITIME,2019,12,11,0.18976334,2
boisestatepublicradio.org,MARITIME,2019,12,13,-1.5516319,1
boisestatepublicradio.org,MARITIME,2019,12,19,-3.5497835,1
boisestatepublicradio.org,MARITIME,2019,12,28,-1.0709505,1
boisestatepublicradio.org,MARITIME_INCIDENT,2019,12,9,-2.8169014,1
boisestatepublicradio.org,MARITIME_INCIDENT,2019,12,10,-0.97276264,1
boisestatepublicradio.org,MARITIME_INCIDENT,2019,12,11,-0.6097561,1
boisestatepublicradio.org,MARITIME_INCIDENT,2019,12,28,-1.0709505,1
boisestatepublicradio.org,MEDIA_CENSORSHIP,2019,12,6,-4.097715,1
boisestatepublicradio.org,MEDIA_CENSORSHIP,2019,12,11,-2.7293403,1
boisestatepublicradio.org,MEDIA_MSM,2019,12,2,1.2,2
boisestatepublicradio.org,MEDIA_MSM,2019,12,3,1.2738366,3
boisestatepublicradio.org,MEDIA_MSM,2019,12,4,-1.3116276,3
boisestatepublicradio.org,MEDIA_MSM,2019,12,5,3.4887798,2
boisestatepublicradio.org,MEDIA_MSM,2019,12,6,-1.0633734,4
boisestatepublicradio.org,MEDIA_MSM,2019,12,7,0,1
boisestatepublicradio.org,MEDIA_MSM,2019,12,9,1.0948905,2
boisestatepublicradio.org,MEDIA_MSM,2019,12,10,0.50685024,3
boisestatepublicradio.org,MEDIA_MSM,2019,12,11,0.9892828,1
boisestatepublicradio.org,MEDIA_MSM,2019,12,12,-6.291219,2
boisestatepublicradio.org,MEDIA_MSM,2019,12,13,-1.2368479,3
boisestatepublicradio.org,MEDIA_MSM,2019,12,14,-1.2348969,2
boisestatepublicradio.org,MEDIA_MSM,2019,12,16,-4.5801525,1
boisestatepublicradio.org,MEDIA_MSM,2019,12,18,-6.909091,1
boisestatepublicradio.org,MEDIA_MSM,2019,12,19,0.8304498,3
boisestatepublicradio.org,MEDIA_MSM,2019,12,20,3.0507452,3
boisestatepublicradio.org,MEDIA_MSM,2019,12,22,-0.54288816,1
boisestatepublicradio.org,MEDIA_MSM,2019,12,23,-4.8526864,1
boisestatepublicradio.org,MEDIA_MSM,2019,12,30,3.696472,2
boisestatepublicradio.org,MEDIA_SOCIAL,2019,12,3,3.4482758,1
boisestatepublicradio.org,MEDIA_SOCIAL,2019,12,4,-1.0012579,2
boisestatepublicradio.org,MEDIA_SOCIAL,2019,12,5,-0.7915567,1
boisestatepublicradio.org,MEDIA_SOCIAL,2019,12,6,-3.3456874,2
boisestatepublicradio.org,MEDIA_SOCIAL,2019,12,9,-2.8169014,1
boisestatepublicradio.org,MEDIA_SOCIAL,2019,12,10,3.0259366,1
boisestatepublicradio.org,MEDIA_SOCIAL,2019,12,11,0.9892828,1
boisestatepublicradio.org,MEDIA_SOCIAL,2019,12,12,-6.212019,1
boisestatepublicradio.org,MEDIA_SOCIAL,2019,12,13,-1.5625,1
boisestatepublicradio.org,MEDIA_SOCIAL,2019,12,14,3.1284606,2
boisestatepublicradio.org,MEDIA_SOCIAL,2019,12,20,-1.6221005,2
boisestatepublicradio.org,MEDIA_SOCIAL,2019,12,27,-5.378486,1
boisestatepublicradio.org,MEDIA_SOCIAL,2019,12,30,-2.7989821,1
boisestatepublicradio.org,MEDICAL,2019,12,1,-0.8130081,1
boisestatepublicradio.org,MEDICAL,2019,12,2,2.4,1
boisestatepublicradio.org,MEDICAL,2019,12,3,-1.3073918,2
boisestatepublicradio.org,MEDICAL,2019,12,4,0.038426053,2
boisestatepublicradio.org,MEDICAL,2019,12,6,-2.4700997,3
boisestatepublicradio.org,MEDICAL,2019,12,9,-2.8169014,1
boisestatepublicradio.org,MEDICAL,2019,12,10,-6.0740743,1
boisestatepublicradio.org,MEDICAL,2019,12,11,-2.0905924,2
boisestatepublicradio.org,MEDICAL,2019,12,12,-6.212019,1
boisestatepublicradio.org,MEDICAL,2019,12,13,-3.2334032,2
boisestatepublicradio.org,MEDICAL,2019,12,14,3.875969,1
boisestatepublicradio.org,MEDICAL,2019,12,16,-3.930131,1
boisestatepublicradio.org,MEDICAL,2019,12,17,0.5007615,3
boisestatepublicradio.org,MEDICAL,2019,12,18,1.8518518,2
boisestatepublicradio.org,MEDICAL,2019,12,19,-3.520984,2
boisestatepublicradio.org,MEDICAL,2019,12,20,0.33591455,6
boisestatepublicradio.org,MEDICAL,2019,12,23,-4.3331227,2
boisestatepublicradio.org,MEDICAL,2019,12,25,0.5688282,1
boisestatepublicradio.org,MEDICAL,2019,12,27,-5.378486,1
boisestatepublicradio.org,MEDICAL,2019,12,30,-7.51634,1
boisestatepublicradio.org,MILITARY,2019,12,4,1.356852,1
boisestatepublicradio.org,MILITARY,2019,12,7,0,1
boisestatepublicradio.org,MILITARY,2019,12,11,-2.7293403,1
boisestatepublicradio.org,MILITARY,2019,12,13,-1.5516319,1
boisestatepublicradio.org,MILITARY,2019,12,27,-5.378486,1
boisestatepublicradio.org,MILITARY,2019,12,28,-1.0709505,1
boisestatepublicradio.org,MILITARY_COOPERATION,2019,12,12,-5.1619434,1
boisestatepublicradio.org,MOVEMENT_ENVIRONMENTAL,2019,12,11,-2.7293403,1
boisestatepublicradio.org,MOVEMENT_GENERAL,2019,12,2,2.4,1
boisestatepublicradio.org,MOVEMENT_GENERAL,2019,12,10,-0.5326232,1
boisestatepublicradio.org,MOVEMENT_GENERAL,2019,12,11,-2.7293403,1
boisestatepublicradio.org,MOVEMENT_GENERAL,2019,12,19,2.4913495,1
boisestatepublicradio.org,MOVEMENT_GENERAL,2019,12,21,0,1
boisestatepublicradio.org,MOVEMENT_GENERAL,2019,12,25,0.5688282,1
boisestatepublicradio.org,MOVEMENT_GENERAL,2019,12,30,-2.7989821,1
boisestatepublicradio.org,MOVEMENT_WOMENS,2019,12,25,0.5688282,1
boisestatepublicradio.org,NATURAL_DISASTER_ERUPTION,2019,12,9,-2.8169014,1
boisestatepublicradio.org,NATURAL_DISASTER_ERUPTION,2019,12,10,-6.0740743,1
boisestatepublicradio.org,NATURAL_DISASTER_ERUPTIONS,2019,12,10,-6.0740743,1
boisestatepublicradio.org,NATURAL_DISASTER_EXTREME_WEATHER,2019,12,1,-0.8130081,1
boisestatepublicradio.org,NATURAL_DISASTER_FLOODED,2019,12,11,-2.7293403,1
boisestatepublicradio.org,NATURAL_DISASTER_FRIGID,2019,12,27,-5.378486,1
boisestatepublicradio.org,NATURAL_DISASTER_TSUNAMIS,2019,12,27,-1.4529915,1
boisestatepublicradio.org,NATURAL_DISASTER_TYPHOON,2019,12,6,-4.097715,1
boisestatepublicradio.org,NATURAL_DISASTER_VOLCANIC,2019,12,9,-2.8169014,1
boisestatepublicradio.org,NATURAL_DISASTER_VOLCANIC,2019,12,10,-6.0740743,1
boisestatepublicradio.org,NATURAL_DISASTER_VOLCANO,2019,12,9,-2.8169014,1
boisestatepublicradio.org,NATURAL_DISASTER_VOLCANO,2019,12,10,-6.0740743,1
boisestatepublicradio.org,NATURAL_DISASTER_VOLCANO,2019,12,11,-0.6097561,1
boisestatepublicradio.org,NATURAL_DISASTER_VOLCANOES,2019,12,11,-0.6097561,1
boisestatepublicradio.org,NATURAL_DISASTER_WINTER_STORM,2019,12,3,-3.5856574,1
boisestatepublicradio.org,NEGOTIATIONS,2019,12,11,3.9215686,1
boisestatepublicradio.org,NEGOTIATIONS,2019,12,12,-5.394185,2
boisestatepublicradio.org,NEGOTIATIONS,2019,12,13,0.39215687,1
boisestatepublicradio.org,NEW_CONSTRUCTION,2019,12,17,0.25188917,1
boisestatepublicradio.org,ORGANIZED_CRIME,2019,12,19,-3.5497835,1
boisestatepublicradio.org,ORGANIZED_CRIME,2019,12,20,-0.35971224,1
boisestatepublicradio.org,POLITICAL_TURMOIL,2019,12,4,1.356852,1
boisestatepublicradio.org,POLITICAL_TURMOIL,2019,12,6,-4.097715,1
boisestatepublicradio.org,POLITICAL_TURMOIL,2019,12,11,-2.7293403,1
boisestatepublicradio.org,POLITICAL_TURMOIL,2019,12,12,-6.212019,1
boisestatepublicradio.org,POPULATION_DENSITY,2019,12,13,2.7027028,1
boisestatepublicradio.org,POVERTY,2019,12,4,0,1
boisestatepublicradio.org,POVERTY,2019,12,16,-4.2551417,2
boisestatepublicradio.org,POVERTY,2019,12,18,-3.2126303,2
boisestatepublicradio.org,POVERTY,2019,12,19,0,1
boisestatepublicradio.org,POVERTY,2019,12,30,-6.878307,1
boisestatepublicradio.org,PROPAGANDA,2019,12,6,-4.097715,1
boisestatepublicradio.org,PROTEST,2019,12,4,1.356852,1
boisestatepublicradio.org,PROTEST,2019,12,6,-4.097715,1
boisestatepublicradio.org,PROTEST,2019,12,11,-1.847762,2
boisestatepublicradio.org,PROTEST,2019,12,13,-4.7058825,1
boisestatepublicradio.org,PROTEST,2019,12,19,-0.585601,2
boisestatepublicradio.org,PROTEST,2019,12,21,0,1
boisestatepublicradio.org,PROTEST,2019,12,25,0.5688282,1
boisestatepublicradio.org,PROTEST,2019,12,30,-5.157661,2
boisestatepublicradio.org,PUBLIC_TRANSPORT,2019,12,2,5.063291,1
boisestatepublicradio.org,PUBLIC_TRANSPORT,2019,12,10,-0.97276264,1
boisestatepublicradio.org,PUBLIC_TRANSPORT,2019,12,19,-3.6625514,1
boisestatepublicradio.org,PUBLIC_TRANSPORT,2019,12,23,1.4749262,1
boisestatepublicradio.org,PUBLIC_TRANSPORT,2019,12,27,-1.980198,1
boisestatepublicradio.org,RAPE,2019,12,11,-2.7293403,1
boisestatepublicradio.org,RAPE,2019,12,19,-3.5497835,1
boisestatepublicradio.org,RAPE,2019,12,25,0.5688282,1
boisestatepublicradio.org,RATIFY,2019,12,3,0.43103448,1
boisestatepublicradio.org,REBELLION,2019,12,4,1.356852,1
boisestatepublicradio.org,REBELLION,2019,12,11,-2.7293403,1
boisestatepublicradio.org,REBELLION,2019,12,12,-6.212019,1
boisestatepublicradio.org,REBELLION,2019,12,19,-3.6625514,1
boisestatepublicradio.org,REBELLION,2019,12,27,-5.378486,1
boisestatepublicradio.org,REBELS,2019,12,11,-2.7293403,1
boisestatepublicradio.org,RECRUITMENT,2019,12,16,-0.625,1
boisestatepublicradio.org,REFUGEES,2019,12,19,-3.5497835,1
boisestatepublicradio.org,REFUGEES,2019,12,30,-2.7989821,1
boisestatepublicradio.org,RELIGION,2019,12,12,-6.212019,1
boisestatepublicradio.org,RELIGION,2019,12,17,-1.7199017,1
boisestatepublicradio.org,RELIGION,2019,12,19,-3.3794162,1
boisestatepublicradio.org,RELIGION,2019,12,30,-2.7989821,1
boisestatepublicradio.org,RESIGNATION,2019,12,3,-2.4752476,1
boisestatepublicradio.org,RESIGNATION,2019,12,4,-0.53301525,2
boisestatepublicradio.org,RESIGNATION,2019,12,5,-0.851576,2
boisestatepublicradio.org,RESIGNATION,2019,12,11,-2.7293403,1
boisestatepublicradio.org,RESIGNATION,2019,12,12,-6.212019,1
boisestatepublicradio.org,RESIGNATION,2019,12,13,-1.2820513,1
boisestatepublicradio.org,RETIREMENT,2019,12,13,-2.2560747,2
boisestatepublicradio.org,RURAL,2019,12,1,-0.8130081,1
boisestatepublicradio.org,RURAL,2019,12,7,0,1
boisestatepublicradio.org,RURAL,2019,12,12,2.970297,1
boisestatepublicradio.org,RURAL,2019,12,16,-4.5801525,1
boisestatepublicradio.org,RURAL,2019,12,17,2.970297,1
boisestatepublicradio.org,RURAL,2019,12,18,0,1
boisestatepublicradio.org,RURAL,2019,12,25,0.5688282,1
boisestatepublicradio.org,SANCTIONS,2019,12,10,-0.5326232,1
boisestatepublicradio.org,SANCTIONS,2019,12,12,-7.4204946,1
boisestatepublicradio.org,SANCTIONS,2019,12,28,-1.0709505,1
boisestatepublicradio.org,SANITATION,2019,12,16,-4.5801525,1
boisestatepublicradio.org,SCANDAL,2019,12,5,-4.455446,1
boisestatepublicradio.org,SCANDAL,2019,12,10,-0.5326232,1
boisestatepublicradio.org,SCIENCE,2019,12,3,0.21551724,2
boisestatepublicradio.org,SCIENCE,2019,12,6,-4.097715,1
boisestatepublicradio.org,SCIENCE,2019,12,9,-2.8169014,1
boisestatepublicradio.org,SCIENCE,2019,12,10,-1.9810075,4
boisestatepublicradio.org,SCIENCE,2019,12,11,0.9892828,1
boisestatepublicradio.org,SCIENCE,2019,12,13,-0.48076922,1
boisestatepublicradio.org,SCIENCE,2019,12,18,3.7037036,1
boisestatepublicradio.org,SCIENCE,2019,12,19,-3.3794162,1
boisestatepublicradio.org,SCIENCE,2019,12,20,-0.35971224,1
boisestatepublicradio.org,SCIENCE,2019,12,22,-0.54288816,1
boisestatepublicradio.org,SCIENCE,2019,12,27,-1.7165947,2
boisestatepublicradio.org,SECURITY_SERVICES,2019,12,1,-0.8130081,1
boisestatepublicradio.org,SECURITY_SERVICES,2019,12,9,-2.8169014,1
boisestatepublicradio.org,SECURITY_SERVICES,2019,12,10,-7.135398,2
boisestatepublicradio.org,SECURITY_SERVICES,2019,12,11,0.9892828,1
boisestatepublicradio.org,SECURITY_SERVICES,2019,12,12,-6.212019,1
boisestatepublicradio.org,SECURITY_SERVICES,2019,12,13,-4.9043064,1
boisestatepublicradio.org,SECURITY_SERVICES,2019,12,19,-3.6625514,1
boisestatepublicradio.org,SECURITY_SERVICES,2019,12,22,-0.54288816,1
boisestatepublicradio.org,SECURITY_SERVICES,2019,12,27,-5.378486,1
boisestatepublicradio.org,SECURITY_SERVICES,2019,12,30,-5.157661,2
boisestatepublicradio.org,SELF_IDENTIFIED_HUMAN_RIGHTS,2019,12,6,-4.097715,1
boisestatepublicradio.org,SELF_IDENTIFIED_HUMAN_RIGHTS,2019,12,12,-6.212019,1
boisestatepublicradio.org,SELF_IDENTIFIED_HUMAN_RIGHTS,2019,12,13,-3.2279692,2
boisestatepublicradio.org,SELF_IDENTIFIED_HUMAN_RIGHTS,2019,12,16,-3.930131,1
boisestatepublicradio.org,SELF_IDENTIFIED_HUMAN_RIGHTS,2019,12,19,-3.5497835,1
boisestatepublicradio.org,SELF_IDENTIFIED_HUMAN_RIGHTS,2019,12,23,-4.8526864,1
boisestatepublicradio.org,SELF_IDENTIFIED_HUMAN_RIGHTS,2019,12,25,0.5688282,1
boisestatepublicradio.org,SELF_IDENTIFIED_HUMAN_RIGHTS,2019,12,30,-2.7989821,1
boisestatepublicradio.org,SEPARATISTS,2019,12,10,-0.5326232,1
boisestatepublicradio.org,SEPARATISTS,2019,12,12,-6.212019,1
boisestatepublicradio.org,SHORTAGE,2019,12,2,3.3898306,1
boisestatepublicradio.org,SHORTAGE,2019,12,19,0,1
boisestatepublicradio.org,SHORTAGE,2019,12,20,-1.6129032,1
boisestatepublicradio.org,SICKENED,2019,12,17,-1.7199017,1
boisestatepublicradio.org,SLFID_CIVIL_LIBERTIES,2019,12,6,-4.097715,1
boisestatepublicradio.org,SLFID_CIVIL_LIBERTIES,2019,12,30,-2.7989821,1
boisestatepublicradio.org,SLFID_DICTATORSHIP,2019,12,6,-4.097715,1
boisestatepublicradio.org,SLFID_MILITARY_SPENDING,2019,12,12,-5.1619434,1
boisestatepublicradio.org,SMUGGLING,2019,12,19,-3.5497835,1
boisestatepublicradio.org,SOC_DEGRADINGTREATMENT,2019,12,6,-2.5936599,1
boisestatepublicradio.org,SOC_EXPRESSREGRET,2019,12,4,1.356852,1
boisestatepublicradio.org,SOC_EXPRESSREGRET,2019,12,6,-2.5936599,1
boisestatepublicradio.org,SOC_GENERALCRIME,2019,12,10,-8.196721,1
boisestatepublicradio.org,SOC_GENERALCRIME,2019,12,12,-5.686981,2
boisestatepublicradio.org,SOC_GENERALCRIME,2019,12,16,-3.930131,1
boisestatepublicradio.org,SOC_GENERALCRIME,2019,12,19,-3.5497835,1
boisestatepublicradio.org,SOC_GENERALCRIME,2019,12,23,-4.8526864,1
boisestatepublicradio.org,SOC_GENERALCRIME,2019,12,27,-5.378486,1
boisestatepublicradio.org,SOC_GENERALCRIME,2019,12,30,-2.7989821,1
boisestatepublicradio.org,SOC_INNOVATION,2019,12,6,3.7037036,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_AIRPORT,2019,12,3,-3.5856574,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_AIRPORT,2019,12,17,-1.7199017,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_AIRPORT,2019,12,19,-3.3794162,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_COLLEGE,2019,12,3,1.2738366,3
boisestatepublicradio.org,SOC_POINTSOFINTEREST_COLLEGE,2019,12,5,2.7522936,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_COLLEGE,2019,12,7,0,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_COLLEGE,2019,12,10,3.0259366,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_COLLEGE,2019,12,13,0.39215687,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_COLLEGE,2019,12,14,3.875969,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_COLLEGE,2019,12,20,2.2395327,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_COLLEGE,2019,12,22,-0.54288816,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_COLLEGES,2019,12,3,2.34375,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_COLLEGES,2019,12,13,0.39215687,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_HEADQUARTERS,2019,12,7,0,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_HEADQUARTERS,2019,12,13,-3.2279692,2
boisestatepublicradio.org,SOC_POINTSOFINTEREST_HEADQUARTERS,2019,12,27,-5.378486,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_HIGH_SCHOOL,2019,12,22,-0.54288816,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_HOSPITAL,2019,12,3,-3.5856574,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_HOSPITAL,2019,12,6,-1.2658228,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_HOSPITAL,2019,12,9,-2.8169014,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_HOSPITAL,2019,12,10,-6.0740743,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_HOSPITAL,2019,12,12,-6.212019,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_HOSPITAL,2019,12,17,-1.7199017,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_HOSPITAL,2019,12,19,-3.520984,2
boisestatepublicradio.org,SOC_POINTSOFINTEREST_HOSPITAL,2019,12,20,3.7850025,2
boisestatepublicradio.org,SOC_POINTSOFINTEREST_HOSPITAL,2019,12,25,0.5688282,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_HOSPITAL,2019,12,30,-7.51634,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_JAIL,2019,12,3,-2.4752476,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_JAIL,2019,12,4,-0.53301525,2
boisestatepublicradio.org,SOC_POINTSOFINTEREST_JAIL,2019,12,5,-4.455446,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_JAIL,2019,12,6,-2.5936599,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_JAIL,2019,12,10,-8.196721,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_JAIL,2019,12,16,-3.343465,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_MILITARY_BASE,2019,12,13,-1.5516319,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_MILITARY_BASE,2019,12,27,-5.378486,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_PRISON,2019,12,6,-2.5936599,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_PRISON,2019,12,10,-8.196721,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_PRISON,2019,12,11,-3.5714285,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_PRISON,2019,12,23,-4.8526864,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_PRISON,2019,12,30,-2.7989821,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_SCHOOL,2019,12,4,-0.3553435,3
boisestatepublicradio.org,SOC_POINTSOFINTEREST_SCHOOL,2019,12,6,-2.5936599,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_SCHOOL,2019,12,11,-3.1503844,2
boisestatepublicradio.org,SOC_POINTSOFINTEREST_SCHOOL,2019,12,13,0.39215687,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_SCHOOL,2019,12,14,3.875969,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_SCHOOL,2019,12,19,0.2520576,2
boisestatepublicradio.org,SOC_POINTSOFINTEREST_SCHOOL,2019,12,20,2.2395327,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_SCHOOL,2019,12,22,-0.54288816,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_SCHOOLS,2019,12,3,-1.4925373,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_SCHOOLS,2019,12,11,3.030303,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_SCHOOLS,2019,12,13,0.39215687,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_SCHOOLS,2019,12,17,-1.7199017,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_SCHOOLS,2019,12,20,2.2395327,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_UNIVERSITIES,2019,12,13,0.39215687,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_UNIVERSITY,2019,12,2,2.4,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_UNIVERSITY,2019,12,3,0.12251354,4
boisestatepublicradio.org,SOC_POINTSOFINTEREST_UNIVERSITY,2019,12,4,-1.28,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_UNIVERSITY,2019,12,6,-1.019312,5
boisestatepublicradio.org,SOC_POINTSOFINTEREST_UNIVERSITY,2019,12,7,0,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_UNIVERSITY,2019,12,10,0.8093589,5
boisestatepublicradio.org,SOC_POINTSOFINTEREST_UNIVERSITY,2019,12,11,-2.0905924,2
boisestatepublicradio.org,SOC_POINTSOFINTEREST_UNIVERSITY,2019,12,12,-0.22421524,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_UNIVERSITY,2019,12,13,-2.2560747,2
boisestatepublicradio.org,SOC_POINTSOFINTEREST_UNIVERSITY,2019,12,14,3.875969,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_UNIVERSITY,2019,12,16,-2.8368795,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_UNIVERSITY,2019,12,18,-4.9382715,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_UNIVERSITY,2019,12,19,-3.5497835,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_UNIVERSITY,2019,12,20,-0.17985612,2
boisestatepublicradio.org,SOC_POINTSOFINTEREST_UNIVERSITY,2019,12,26,0,1
boisestatepublicradio.org,SOC_POINTSOFINTEREST_UNIVERSITY,2019,12,27,-1.980198,1
boisestatepublicradio.org,SOC_POLARIZED,2019,12,22,-0.54288816,1
boisestatepublicradio.org,SOC_SUICIDE,2019,12,12,-6.212019,1
boisestatepublicradio.org,SOC_SUICIDE,2019,12,19,-3.6625514,1
boisestatepublicradio.org,SOC_USSECURITYAGENCIES,2019,12,1,-0.8130081,1
boisestatepublicradio.org,SOC_USSECURITYAGENCIES,2019,12,20,-0.35971224,1
boisestatepublicradio.org,SOVEREIGNTY,2019,12,13,-3.2279692,2
boisestatepublicradio.org,STATE_OF_EMERGENCY,2019,12,4,1.356852,1
boisestatepublicradio.org,STATE_OF_EMERGENCY,2019,12,6,-4.097715,1
boisestatepublicradio.org,STRIKE,2019,12,19,-3.6625514,1
boisestatepublicradio.org,SUICIDE_ATTACK,2019,12,12,-6.212019,1
boisestatepublicradio.org,SURVEILLANCE,2019,12,10,-0.97276264,1
boisestatepublicradio.org,TAKE_OFFICE,2019,12,4,-2.8688524,1
boisestatepublicradio.org,TAKE_OFFICE,2019,12,16,-4.5801525,1
boisestatepublicradio.org,TAX_AIDGROUPS_AMERICAN_RED_CROSS,2019,12,22,-0.54288816,1
boisestatepublicradio.org,TAX_AIDGROUPS_AMNESTY_INTERNATIONAL,2019,12,23,-4.8526864,1
boisestatepublicradio.org,TAX_AIDGROUPS_ASIAN_DEVELOPMENT_BANK,2019,12,13,-1.5516319,1
boisestatepublicradio.org,TAX_AIDGROUPS_HUMAN_RIGHTS_WATCH,2019,12,25,0.5688282,1
boisestatepublicradio.org,TAX_AIDGROUPS_RED_CROSS,2019,12,22,-0.54288816,1
boisestatepublicradio.org,TAX_AIDGROUPS_WORLD_HEALTH_ORGANIZATION,2019,12,17,-1.7199017,1
boisestatepublicradio.org,TAX_AIDGROUPS_WORLD_HEALTH_ORGANIZATION,2019,12,25,0.5688282,1
boisestatepublicradio.org,TAX_DISEASE_ANTICIPATION,2019,12,3,3.4482758,1
boisestatepublicradio.org,TAX_DISEASE_AVIAN_INFLUENZA,2019,12,10,-0.97276264,1
boisestatepublicradio.org,TAX_DISEASE_CANCER,2019,12,6,-3.5740879,2
boisestatepublicradio.org,TAX_DISEASE_CANCER,2019,12,19,-3.6625514,1
boisestatepublicradio.org,TAX_DISEASE_CHRONIC_WASTING_DISEASE,2019,12,10,-0.97276264,1
boisestatepublicradio.org,TAX_DISEASE_COMA,2019,12,12,-6.212019,1
boisestatepublicradio.org,TAX_DISEASE_COMMUNICABLE,2019,12,19,-3.3794162,1
boisestatepublicradio.org,TAX_DISEASE_CONTAGIOUS,2019,12,19,-3.3794162,1
boisestatepublicradio.org,TAX_DISEASE_CONVENTIONAL,2019,12,4,1.356852,1
boisestatepublicradio.org,TAX_DISEASE_DEPRESSION,2019,12,18,3.7037036,1
boisestatepublicradio.org,TAX_DISEASE_DEPRESSION,2019,12,19,-3.6625514,1
boisestatepublicradio.org,TAX_DISEASE_DISEASE,2019,12,3,0,1
boisestatepublicradio.org,TAX_DISEASE_DISEASE,2019,12,10,-0.97276264,1
boisestatepublicradio.org,TAX_DISEASE_DISEASE,2019,12,16,-3.930131,1
boisestatepublicradio.org,TAX_DISEASE_DISEASE,2019,12,17,-1.7199017,1
boisestatepublicradio.org,TAX_DISEASE_DISEASE,2019,12,19,-3.3794162,1
boisestatepublicradio.org,TAX_DISEASE_DISEASES,2019,12,17,-1.7199017,1
boisestatepublicradio.org,TAX_DISEASE_DISEASE_RESISTANCE,2019,12,3,0,1
boisestatepublicradio.org,TAX_DISEASE_EBOLA,2019,12,25,0.5688282,1
boisestatepublicradio.org,TAX_DISEASE_EPIDEMIC,2019,12,16,-0.625,1
boisestatepublicradio.org,TAX_DISEASE_EPIDEMIC,2019,12,23,-3.8135593,1
